domain_id	length	sccs	superfamily	species_id
d1gkma_	507	a.127.1.2	a.127.1	1gkm
d1t6ja_	647	a.127.1.2	a.127.1	1t6j
d1w27a_	690	a.127.1.2	a.127.1	1w27
d3bhga_	397	a.127.1.0	a.127.1	3bhg
d3c8ta_	423	a.127.1.0	a.127.1	3c8t
d1rqja_	299	a.128.1.1	a.128.1	1rqj
d1rtra_	277	a.128.1.1	a.128.1	1rtr
d2q80a1	285	a.128.1.1	a.128.1	2q80
d2fvia_	285	a.128.1.1	a.128.1	2fvi
d1v4ea_	280	a.128.1.1	a.128.1	1v4e
d4demf_	346	a.128.1.1	a.128.1	4dem
d3b7la_	343	a.128.1.1	a.128.1	3b7l
d1ezfa_	323	a.128.1.2	a.128.1	1ezf
d1n1ba2	315	a.128.1.3	a.128.1	1n1b
d5eaua2	323	a.128.1.3	a.128.1	5eau
d1ps1a_	304	a.128.1.4	a.128.1	1ps1
d3bnya_	294	a.128.1.4	a.128.1	3bny
d1kiya_	354	a.128.1.5	a.128.1	1kiy
d4fjqa2	319	a.128.1.0	a.128.1	4fjq
d6a1ia2	320	a.128.1.0	a.128.1	6a1i
d6egka_	307	a.128.1.0	a.128.1	6egk
d5dz2a_	322	a.128.1.0	a.128.1	5dz2
d7bzba2	329	a.128.1.0	a.128.1	7bzb
d5c05a2	310	a.128.1.0	a.128.1	5c05
d1kp8a1	252	a.129.1.1	a.129.1	1kp8
d1q3qa1	258	a.129.1.2	a.129.1	1q3q
d1ecma_	91	a.130.1.1	a.130.1	1ecm
d2d8da1	80	a.130.1.1	a.130.1	2d8d
d1ybza1	74	a.130.1.1	a.130.1	1ybz
d3reta_	97	a.130.1.1	a.130.1	3ret
d5csma_	250	a.130.1.2	a.130.1	5csm
d2gtvx1	93	a.130.1.3	a.130.1	2gtv
d2fp1a_	165	a.130.1.4	a.130.1	2fp1
d6cnza_	161	a.130.1.0	a.130.1	6cnz
d1pprm1	156	a.131.1.1	a.131.1	1ppr
d1wzda_	209	a.132.1.1	a.132.1	1wzd
d3czya_	214	a.132.1.1	a.132.1	3czy
d1n45a_	214	a.132.1.1	a.132.1	1n45
d1j77a_	199	a.132.1.2	a.132.1	1j77
d1sk7a_	187	a.132.1.2	a.132.1	1sk7
d2a2ma1	231	a.132.1.3	a.132.1	2a2m
d1wwma1	180	a.132.1.3	a.132.1	1wwm
d1udda_	215	a.132.1.3	a.132.1	1udd
d1rtwa_	206	a.132.1.3	a.132.1	1rtw
d1to9a_	225	a.132.1.3	a.132.1	1to9
d2q4xa_	215	a.132.1.3	a.132.1	2q4x
d1rcwa_	213	a.132.1.4	a.132.1	1rcw
d3mvua_	225	a.132.1.0	a.132.1	3mvu
d1z72a_	216	a.132.1.0	a.132.1	1z72
d1poca_	134	a.133.1.1	a.133.1	1poc
d1g4ia_	123	a.133.1.2	a.133.1	1g4i
d1le6a_	123	a.133.1.2	a.133.1	1le6
d1mc2a_	122	a.133.1.2	a.133.1	1mc2
d2g58a_	121	a.133.1.2	a.133.1	2g58
d1lwba_	122	a.133.1.3	a.133.1	1lwb
d2aiba_	98	a.134.1.1	a.134.1	2aib
d1g8qa_	90	a.135.1.1	a.135.1	1g8q
d4bkha1	90	a.135.1.1	a.135.1	4bkh
d3mw6a_	122	a.136.1.1	a.136.1	3mw6
d1dvoa_	152	a.136.1.1	a.136.1	1dvo
d1vq821	46	a.137.1.1	a.137.1	1vq8
d1w6sb_	72	a.137.2.1	a.137.2	1w6s
d2ad6b_	69	a.137.2.1	a.137.2	2ad6
d1tbge_	68	a.137.3.1	a.137.3	1tbg
d1gg2g_	54	a.137.3.1	a.137.3	1gg2
d1hfes_	88	a.137.4.1	a.137.4	1hfe
d1ef1c_	90	a.137.5.1	a.137.5	1ef1
d1dpjb_	29	a.137.7.1	a.137.7	1dpj
d2jdii_	25	a.137.8.1	a.137.8	2jdi
d1pbyc_	79	a.137.9.1	a.137.9	1pby
d1rp3b_	77	a.137.11.1	a.137.11	1rp3
d3ip4c_	92	a.137.12.1	a.137.12	3ip4
d1wmib1	61	a.137.13.1	a.137.13	1wmi
d2fo1d1	63	a.137.14.1	a.137.14	2fo1
d2es4d1	270	a.137.15.1	a.137.15	2es4
d3caoa_	103	a.138.1.1	a.138.1	3cao
d1i77a_	107	a.138.1.1	a.138.1	1i77
d2cy3a_	118	a.138.1.1	a.138.1	2cy3
d1aqea_	110	a.138.1.1	a.138.1	1aqe
d1gyoa_	106	a.138.1.1	a.138.1	1gyo
d2ewka_	107	a.138.1.1	a.138.1	2ewk
d1j0pa_	108	a.138.1.1	a.138.1	1j0p
d1rwja_	81	a.138.1.1	a.138.1	1rwj
d1ofwa_	292	a.138.1.1	a.138.1	1ofw
d3bxua_	71	a.138.1.1	a.138.1	3bxu
d3h4na_	67	a.138.1.1	a.138.1	3h4n
d2wjnc_	332	a.138.1.2	a.138.1	2wjn
d1oaha_	475	a.138.1.3	a.138.1	1oah
d1ft5a_	211	a.138.1.3	a.138.1	1ft5
d1h21a_	240	a.138.1.3	a.138.1	1h21
d1y0pa1	102	a.138.1.3	a.138.1	1y0p
d1qo8a1	101	a.138.1.3	a.138.1	1qo8
d1m1qa_	90	a.138.1.3	a.138.1	1m1q
d1fgja_	499	a.138.1.3	a.138.1	1fgj
d1jnia_	62	a.138.1.3	a.138.1	1jni
d1ogyb_	126	a.138.1.3	a.138.1	1ogy
d1sp3a_	436	a.138.1.3	a.138.1	1sp3
d3bnja_	471	a.138.1.3	a.138.1	3bnj
d2bq4a_	114	a.138.1.0	a.138.1	2bq4
d2b59b1	60	a.139.1.1	a.139.1	2b59
d2cclb1	59	a.139.1.1	a.139.1	2ccl
d2vn6b_	64	a.139.1.0	a.139.1	2vn6
d4dh2b_	72	a.139.1.0	a.139.1	4dh2
d1gjja1	50	a.140.1.1	a.140.1	1gjj
d1gjja2	43	a.140.1.1	a.140.1	1gjj
d1jeqa1	51	a.140.2.1	a.140.2	1jeq
d1zrja1	37	a.140.2.1	a.140.2	1zrj
d1kcfa1	36	a.140.2.1	a.140.2	1kcf
d1v66a_	65	a.140.2.1	a.140.2	1v66
d1y02a1	44	a.140.2.1	a.140.2	1y02
d1h1js_	44	a.140.2.1	a.140.2	1h1j
d1a62a1	47	a.140.3.1	a.140.3	1a62
d2hjqa1	54	a.140.3.2	a.140.3	2hjq
d2outa1	38	a.140.3.2	a.140.3	2out
d1e7la1	54	a.140.4.1	a.140.4	1e7l
d1wija_	127	a.140.5.1	a.140.5	1wij
d2dk4a1	63	a.140.6.1	a.140.6	2dk4
d1ijya_	122	a.141.1.1	a.141.1	1ijy
d5bpba_	119	a.141.1.0	a.141.1	5bpb
d1h99a1	115	a.142.1.1	a.142.1	1h99
d1h99a2	105	a.142.1.1	a.142.1	1h99
d4g7he_	94	a.143.1.1	a.143.1	4g7h
d1smye_	95	a.143.1.1	a.143.1	1smy
d1twff_	84	a.143.1.2	a.143.1	1twf
d1i2ta_	61	a.144.1.1	a.144.1	1i2t
d1g9la1	213	a.144.1.1	a.144.1	1g9l
d2j01u1	117	a.144.2.1	a.144.2	2j01
d1g8ea_	98	a.145.1.1	a.145.1	1g8e
d3bqoa_	202	a.146.1.1	a.146.1	3bqo
d3bu8a_	204	a.146.1.1	a.146.1	3bu8
d1h6pa_	188	a.146.1.1	a.146.1	1h6p
d1k1fa_	67	a.147.1.1	a.147.1	1k1f
d1k8ke_	174	a.148.1.1	a.148.1	1k8k
d1u61a_	127	a.149.1.1	a.149.1	1u61
d2ez6a1	148	a.149.1.1	a.149.1	2ez6
d2nuga1	148	a.149.1.1	a.149.1	2nug
d1o0wa1	169	a.149.1.1	a.149.1	1o0w
d1ztda1	124	a.149.1.2	a.149.1	1ztd
d1tlha_	89	a.150.1.1	a.150.1	1tlh
d1gpja1	97	a.151.1.1	a.151.1	1gpj
d1knca_	174	a.152.1.1	a.152.1	1knc
d2q0ta1	257	a.152.1.1	a.152.1	2q0t
d2af7a1	119	a.152.1.2	a.152.1	2af7
d1vkea_	117	a.152.1.2	a.152.1	1vke
d2gmya1	147	a.152.1.3	a.152.1	2gmy
d2oyoa1	186	a.152.1.3	a.152.1	2oyo
d3c1la_	182	a.152.1.3	a.152.1	3c1l
d2ouwa1	134	a.152.1.4	a.152.1	2ouw
d2cwqa1	117	a.152.1.4	a.152.1	2cwq
d1kbha_	47	a.153.1.1	a.153.1	1kbh
d1zoqc_	47	a.153.1.1	a.153.1	1zoq
d1l8wa_	271	a.154.1.1	a.154.1	1l8w
d1ov9a_	45	a.155.1.1	a.155.1	1ov9
d1hnra_	47	a.155.1.1	a.155.1	1hnr
d1fjgm_	125	a.156.1.1	a.156.1	1fjg
d2uubm1	125	a.156.1.1	a.156.1	2uub
d1r2za1	94	a.156.1.2	a.156.1	1r2z
d1tdza1	88	a.156.1.2	a.156.1	1tdz
d1k3xa1	89	a.156.1.2	a.156.1	1k3x
d1tdha1	110	a.156.1.2	a.156.1	1tdh
d2hkja1	78	a.156.1.3	a.156.1	2hkj
d1fs1b1	55	a.157.1.1	a.157.1	1fs1
d1nexb1	100	a.158.1.1	a.158.1	1nex
d2ovrb1	100	a.158.1.1	a.158.1	2ovr
d1p22a1	109	a.158.1.1	a.158.1	1p22
d1fs1a1	41	a.158.1.1	a.158.1	1fs1
d1a6qa1	68	a.159.1.1	a.159.1	1a6q
d3fxka2	68	a.159.1.0	a.159.1	3fxk
d1uzca_	69	a.159.2.1	a.159.2	1uzc
d2cqna1	64	a.159.2.1	a.159.2	2cqn
d2b7ea1	56	a.159.2.1	a.159.2	2b7e
d2dofa1	72	a.159.2.1	a.159.2	2dof
d2doda1	69	a.159.2.1	a.159.2	2dod
d2doea1	70	a.159.2.1	a.159.2	2doe
d1s7za_	106	a.159.3.1	a.159.3	1s7z
d1uj8a1	64	a.159.5.1	a.159.5	1uj8
d2q66a1	150	a.160.1.1	a.160.1	2q66
d1px5a1	146	a.160.1.2	a.160.1	1px5
d1r89a1	115	a.160.1.3	a.160.1	1r89
d2b4va1	178	a.160.1.4	a.160.1	2b4v
d2pbea1	145	a.160.1.5	a.160.1	2pbe
d1m1eb_	65	a.161.1.1	a.161.1	1m1e
d1tf5a1	122	a.162.1.1	a.162.1	1tf5
d1j0ta_	78	a.163.1.1	a.163.1	1j0t
d1iyra_	83	a.164.1.1	a.164.1	1iyr
d1j2ma_	99	a.165.1.1	a.165.1	1j2m
d1p0ya1	176	a.166.1.1	a.166.1	1p0y
d1gzsb_	165	a.168.1.1	a.168.1	1gzs
d1t77a1	304	a.169.1.1	a.169.1	1t77
d1iyjb1	196	a.170.1.1	a.170.1	1iyj
d1iyjb2	30	a.171.1.1	a.171.1	1iyj
d1tf5a2	210	a.172.1.1	a.172.1	1tf5
d1nkta2	205	a.172.1.1	a.172.1	1nkt
d3dina2	198	a.172.1.1	a.172.1	3din
d1vfga1	215	a.173.1.1	a.173.1	1vfg
d1miwa1	265	a.173.1.1	a.173.1	1miw
d1ou5a1	204	a.173.1.1	a.173.1	1ou5
d1khya_	132	a.174.1.1	a.174.1	1khy
d1qvra1	145	a.174.1.1	a.174.1	1qvr
d1k6ka_	142	a.174.1.1	a.174.1	1k6k
d6azya1	139	a.174.1.0	a.174.1	6azy
d1tj1a1	100	a.176.1.1	a.176.1	1tj1
d1rp3a3	87	a.177.1.1	a.177.1	1rp3
d1h3la_	75	a.177.1.1	a.177.1	1h3l
d1smyf3	184	a.177.1.1	a.177.1	1smy
d1or7a2	113	a.177.1.1	a.177.1	1or7
d4g7hf1	180	a.177.1.0	a.177.1	4g7h
d1or7c_	66	a.180.1.1	a.180.1	1or7
d1ny9a_	94	a.181.1.1	a.181.1	1ny9
d1ng6a_	148	a.182.1.1	a.182.1	1ng6
d2f2ab1	107	a.182.1.2	a.182.1	2f2a
d2d6fc1	51	a.182.1.2	a.182.1	2d6f
d1zq1c1	56	a.182.1.2	a.182.1	1zq1
d1nt2b_	236	a.183.1.1	a.183.1	1nt2
d5ganf2	304	a.183.1.1	a.183.1	5gan
d2ozbb1	239	a.183.1.1	a.183.1	2ozb
d2o9xa1	153	a.184.1.1	a.184.1	2o9x
d1n81a_	186	a.185.1.1	a.185.1	1n81
d1w53a_	84	a.186.1.2	a.186.1	1w53
d1ofcx3	87	a.187.1.1	a.187.1	1ofc
d1x3zb_	57	a.189.1.1	a.189.1	1x3z
d2f4mb2	60	a.189.1.1	a.189.1	2f4m
d1r6ra_	80	a.190.1.1	a.190.1	1r6r
d1sfka_	73	a.190.1.1	a.190.1	1sfk
d1o5ha_	200	a.191.1.1	a.191.1	1o5h
d1s0pa_	176	a.192.1.1	a.192.1	1s0p
d1uptb_	58	a.193.1.1	a.193.1	1upt
d1vf6a_	58	a.194.1.1	a.194.1	1vf6
d1y74a1	57	a.194.1.1	a.194.1	1y74
d1rsob_	56	a.194.1.1	a.194.1	1rso
d1rsoa_	60	a.194.1.1	a.194.1	1rso
d1y9ia_	159	a.195.1.1	a.195.1	1y9i
d1q5za_	145	a.196.1.1	a.196.1	1q5z
d1izma_	170	a.199.1.1	a.199.1	1izm
d1nxha_	124	a.200.1.1	a.200.1	1nxh
d2icwg_	213	a.202.1.1	a.202.1	2icw
d1yfsa1	212	a.203.1.1	a.203.1	1yfs
d1w2ya_	226	a.204.1.1	a.204.1	1w2y
d1vmga_	83	a.204.1.2	a.204.1	1vmg
d2gtaa1	98	a.204.1.2	a.204.1	2gta
d2oiea1	102	a.204.1.2	a.204.1	2oie
d2p06a1	84	a.204.1.3	a.204.1	2p06
d1yvwa1	92	a.204.1.4	a.204.1	1yvw
d2a7wa1	88	a.204.1.4	a.204.1	2a7w
d1y6xa1	87	a.204.1.4	a.204.1	1y6x
d2yaya_	257	a.204.1.0	a.204.1	2yay
d4dk2a_	260	a.204.1.0	a.204.1	4dk2
d1us7b_	193	a.205.1.1	a.205.1	1us7
d1n93x_	335	a.206.1.1	a.206.1	1n93
d1ux5a_	411	a.207.1.1	a.207.1	1ux5
d1v9da_	308	a.207.1.1	a.207.1	1v9d
d1un8a1	207	a.208.1.1	a.208.1	1un8
d3cr3a1	192	a.208.1.1	a.208.1	3cr3
d3o5ta_	295	a.209.1.0	a.209.1	3o5t
d2para_	175	a.211.1.1	a.211.1	2par
d1ynba1	167	a.211.1.1	a.211.1	1ynb
d2heka1	369	a.211.1.1	a.211.1	2hek
d2gz4a1	200	a.211.1.1	a.211.1	2gz4
d2o6ia1	436	a.211.1.1	a.211.1	2o6i
d2pq7a1	174	a.211.1.1	a.211.1	2pq7
d1vj7a1	172	a.211.1.1	a.211.1	1vj7
d3b57a1	178	a.211.1.1	a.211.1	3b57
d2pjqa1	206	a.211.1.1	a.211.1	2pjq
d2qgsa1	209	a.211.1.1	a.211.1	2qgs
d2cqza_	173	a.211.1.1	a.211.1	2cqz
d1taza_	322	a.211.1.2	a.211.1	1taz
d1y2ka_	326	a.211.1.2	a.211.1	1y2k
d1so2a_	363	a.211.1.2	a.211.1	1so2
d1tbfa_	325	a.211.1.2	a.211.1	1tbf
d3dy8a2	324	a.211.1.2	a.211.1	3dy8
d2ibna1	240	a.211.1.4	a.211.1	2ibn
d1u6za1	197	a.211.1.5	a.211.1	1u6z
d5bq9a1	285	a.211.1.6	a.211.1	5bq9
d5dqva_	188	a.211.1.0	a.211.1	5dqv
d3ecma_	338	a.211.1.0	a.211.1	3ecm
d1rxqa_	174	a.213.1.1	a.213.1	1rxq
d2p1aa1	142	a.213.1.2	a.213.1	2p1a
d2f22a1	141	a.213.1.2	a.213.1	2f22
d2ou6a1	183	a.213.1.2	a.213.1	2ou6
d2hkva1	147	a.213.1.2	a.213.1	2hkv
d2oqma1	171	a.213.1.3	a.213.1	2oqm
d2nsfa1	160	a.213.1.4	a.213.1	2nsf
d1ojha_	52	a.214.1.1	a.214.1	1ojh
d1sj7a1	167	a.215.1.1	a.215.1	1sj7
d1r0da_	194	a.216.1.1	a.216.1	1r0d
d1sj8a2	125	a.216.1.1	a.216.1	1sj8
d1u89a1	138	a.216.1.1	a.216.1	1u89
d1x4pa1	53	a.217.1.1	a.217.1	1x4p
d2dt6a1	63	a.217.1.1	a.217.1	2dt6
d2dt7b1	84	a.217.1.1	a.217.1	2dt7
d1x4oa1	65	a.217.1.1	a.217.1	1x4o
d1puza_	82	a.218.1.1	a.218.1	1puz
d1seda_	112	a.219.1.1	a.219.1	1sed
d1vk5a_	121	a.220.1.1	a.220.1	1vk5
d1uuja_	76	a.221.1.1	a.221.1	1uuj
d2ot3a_	253	a.222.1.1	a.222.1	2ot3
d1t11a1	129	a.223.1.1	a.223.1	1t11
d1m5ya1	173	a.223.1.2	a.223.1	1m5y
d4gh0a_	200	a.224.1.1	a.224.1	4gh0
d1wbea_	204	a.224.1.1	a.224.1	1wbe
d1tm9a_	137	a.225.1.1	a.225.1	1tm9
d1q8da_	100	a.228.1.1	a.228.1	1q8d
d1xn8a_	131	a.229.1.1	a.229.1	1xn8
d1u84a_	81	a.230.1.1	a.230.1	1u84
d1xoua_	72	a.231.1.1	a.231.1	1xou
d1xoub_	84	a.231.1.2	a.231.1	1xou
d1xlya_	224	a.232.1.1	a.232.1	1xly
d1wpba_	168	a.233.1.1	a.233.1	1wpb
d1td6a_	286	a.234.1.1	a.234.1	1td6
d1x9na1	264	a.235.1.1	a.235.1	1x9n
d1t3wa_	134	a.236.1.1	a.236.1	1t3w
d6cbra1	139	a.236.1.1	a.236.1	6cbr
d2idob_	75	a.237.1.1	a.237.1	2ido
d1urua_	217	a.238.1.1	a.238.1	1uru
d2elba1	258	a.238.1.1	a.238.1	2elb
d2d4ca1	220	a.238.1.1	a.238.1	2d4c
d1i4da_	188	a.238.1.2	a.238.1	1i4d
d1y2oa1	248	a.238.1.3	a.238.1	1y2o
d2efka1	272	a.238.1.4	a.238.1	2efk
d4atma_	221	a.238.1.0	a.238.1	4atm
d3soga_	197	a.238.1.0	a.238.1	3sog
d1sg7a1	75	a.239.1.1	a.239.1	1sg7
d1x3aa1	87	a.240.1.1	a.240.1	1x3a
d2diia1	48	a.240.1.1	a.240.1	2dii
d2g7oa1	68	a.241.1.1	a.241.1	2g7o
d1xl3c1	91	a.243.1.1	a.243.1	1xl3
d1z21a1	96	a.243.1.2	a.243.1	1z21
d1xkpa1	197	a.243.1.3	a.243.1	1xkp
d2au5a1	128	a.244.1.1	a.244.1	2au5
d1wu9a1	59	a.245.1.1	a.245.1	1wu9
d2choa1	154	a.246.1.1	a.246.1	2cho
d2cbia1	129	a.246.1.1	a.246.1	2cbi
d2ijqa1	145	a.246.2.1	a.246.2	2ijq
d2cwya1	94	a.246.2.1	a.246.2	2cwy
d2gnxa1	147	a.246.3.1	a.246.3	2gnx
d2es9a1	97	a.247.1.1	a.247.1	2es9
d2fi0a1	79	a.248.1.1	a.248.1	2fi0
d2euca1	108	a.249.1.1	a.249.1	2euc
d3r9va_	198	a.250.1.1	a.250.1	3r9v
d2bnka_	64	a.251.1.1	a.251.1	2bnk
d1ykhb1	114	a.252.1.1	a.252.1	1ykh
d1yoza1	111	a.253.1.1	a.253.1	1yoz
d2fefa2	156	a.254.1.1	a.254.1	2fef
d2d2ya_	140	a.255.1.1	a.255.1	2d2y
d2jeka1	140	a.255.1.1	a.255.1	2jek
d2dwka_	162	a.256.1.1	a.256.1	2dwk
d2fm9a1	201	a.257.1.1	a.257.1	2fm9
d2apla1	149	a.258.1.1	a.258.1	2apl
d1z67a1	127	a.259.1.1	a.259.1	1z67
d2gtta1	401	a.260.1.1	a.260.1	2gtt
d2qvja_	421	a.260.1.1	a.260.1	2qvj
d1z3xa2	148	a.261.1.1	a.261.1	1z3x
d1zt2b1	207	a.262.1.1	a.262.1	1zt2
d2ex3b1	162	a.263.1.1	a.263.1	2ex3
d1zroa1	273	a.264.1.1	a.264.1	1zro
d1zroa2	310	a.264.1.1	a.264.1	1zro
d2g03a1	177	a.265.1.1	a.265.1	2g03
d5ckla1	180	a.265.1.1	a.265.1	5ckl
d2d0ta1	373	a.266.1.2	a.266.1	2d0t
d2csba5	291	a.267.1.1	a.267.1	2csb
d2ixoa1	307	a.268.1.1	a.268.1	2ixo
d2ixna1	292	a.268.1.1	a.268.1	2ixn
d2g62a1	295	a.268.1.1	a.268.1	2g62
d2ce7a1	162	a.269.1.1	a.269.1	2ce7
d2bw3a1	84	a.270.1.1	a.270.1	2bw3
d2c9wa1	50	a.271.1.1	a.271.1	2c9w
d2izva1	44	a.271.1.1	a.271.1	2izv
d2nn4a1	62	a.272.1.1	a.272.1	2nn4
d2db7a1	55	a.273.1.1	a.273.1	2db7
d2y0ta_	52	a.274.1.1	a.274.1	2y0t
d2i5ua1	74	a.275.1.1	a.275.1	2i5u
d2oy9a1	85	a.276.1.1	a.276.1	2oy9
d2pp4a1	107	a.277.1.1	a.277.1	2pp4
d2p6va1	97	a.277.1.1	a.277.1	2p6v
d2e9xa1	144	a.278.1.1	a.278.1	2e9x
d2e9xb1	112	a.278.1.2	a.278.1	2e9x
d2e9xc1	105	a.278.1.3	a.278.1	2e9x
d2e9xd1	139	a.278.1.4	a.278.1	2e9x
d2pyqa1	113	a.279.1.1	a.279.1	2pyq
d4gr6a_	104	a.280.1.0	a.280.1	4gr6
d4gr2a_	110	a.280.1.0	a.280.1	4gr2
d3q20a_	114	a.280.1.0	a.280.1	3q20
d2piha1	123	a.281.1.1	a.281.1	2pih
d2iaza1	107	a.281.1.2	a.281.1	2iaz
d2oeea1	92	a.281.1.2	a.281.1	2oee
d2gqba1	130	a.282.1.1	a.282.1	2gqb
d2otaa1	62	a.284.1.1	a.284.1	2ota
d2jrxa1	75	a.284.1.1	a.284.1	2jrx
d3brja1	167	a.285.1.1	a.285.1	3brj
d3c8ga1	165	a.285.1.1	a.285.1	3c8g
d2pv4a1	144	a.286.1.1	a.286.1	2pv4
d2ou3a1	160	a.287.1.1	a.287.1	2ou3
d2h5na1	132	a.287.1.2	a.287.1	2h5n
d2o8ia1	155	a.288.1.1	a.288.1	2o8i
d2q37a1	142	a.288.1.1	a.288.1	2q37
d2o70a1	165	a.288.1.1	a.288.1	2o70
d2q0zx1	176	a.289.1.1	a.289.1	2q0z
d2p6ra2	198	a.289.1.2	a.289.1	2p6r
d2p0ta1	148	a.290.1.1	a.290.1	2p0t
d2i15a1	122	a.291.1.1	a.291.1	2i15
d2o35a1	79	a.293.1.1	a.293.1	2o35
d3fyba1	92	a.293.1.0	a.293.1	3fyb
d3bzka3	322	a.294.1.1	a.294.1	3bzk
d3bzca3	324	a.294.1.1	a.294.1	3bzc
d2o8sa1	220	a.295.1.1	a.295.1	2o8s
d2ebfx1	300	a.296.1.1	a.296.1	2ebf
d2b5la3	97	a.297.1.1	a.297.1	2b5l
d4cj9a_	437	a.298.1.1	a.298.1	4cj9
d4dhxb_	91	a.301.1.1	a.301.1	4dhx
d2giya1	177	b.1.1.1	b.1.1	2giy
d1l6za1	107	b.1.1.1	b.1.1	1l6z
d1hnfa1	101	b.1.1.1	b.1.1	1hnf
d1ccza1	93	b.1.1.1	b.1.1	1ccz
d1yjdc1	118	b.1.1.1	b.1.1	1yjd
d4h8wc1	97	b.1.1.1	b.1.1	4h8w
d2nxyb1	97	b.1.1.1	b.1.1	2nxy
d1cida1	105	b.1.1.1	b.1.1	1cid
d2atpb1	115	b.1.1.1	b.1.1	2atp
d1dr9a1	105	b.1.1.1	b.1.1	1dr9
d1f5wa_	124	b.1.1.1	b.1.1	1f5w
d1eaja_	124	b.1.1.1	b.1.1	1eaj
d1jmaa_	259	b.1.1.1	b.1.1	1jma
d1tjgh1	113	b.1.1.1	b.1.1	1tjg
d1mjuh1	112	b.1.1.1	b.1.1	1mju
d1mjul1	107	b.1.1.1	b.1.1	1mju
d2ap2a1	234	b.1.1.1	b.1.1	2ap2
d1oaql_	110	b.1.1.1	b.1.1	1oaq
d5e56a_	116	b.1.1.1	b.1.1	5e56
d1f97a1	102	b.1.1.1	b.1.1	1f97
d2crya1	115	b.1.1.1	b.1.1	2cry
d1neua_	115	b.1.1.1	b.1.1	1neu
d2g5ra_	114	b.1.1.1	b.1.1	2g5r
d1qfoa_	115	b.1.1.1	b.1.1	1qfo
d1hkfa_	108	b.1.1.1	b.1.1	1hkf
d1sq2n_	112	b.1.1.1	b.1.1	1sq2
d1ogad1	115	b.1.1.1	b.1.1	1oga
d1kgcd1	111	b.1.1.1	b.1.1	1kgc
d2bnqd1	113	b.1.1.1	b.1.1	2bnq
d2ak4d1	111	b.1.1.1	b.1.1	2ak4
d1ogae1	114	b.1.1.1	b.1.1	1oga
d2ij0c1	116	b.1.1.1	b.1.1	2ij0
d1tvda_	111	b.1.1.1	b.1.1	1tvd
d1hxmb1	123	b.1.1.1	b.1.1	1hxm
d1hxma1	120	b.1.1.1	b.1.1	1hxm
d1ypzf1	120	b.1.1.1	b.1.1	1ypz
d1lp9e1	115	b.1.1.1	b.1.1	1lp9
d2gj6d1	94	b.1.1.1	b.1.1	2gj6
d1fo0b_	111	b.1.1.1	b.1.1	1fo0
d1smoa_	113	b.1.1.1	b.1.1	1smo
d1rhfa1	91	b.1.1.1	b.1.1	1rhf
d2p45b_	121	b.1.1.1	b.1.1	2p45
d4hgma_	103	b.1.1.1	b.1.1	4hgm
d2hp4a_	114	b.1.1.1	b.1.1	2hp4
d3oska_	121	b.1.1.1	b.1.1	3osk
d3rnqa_	112	b.1.1.1	b.1.1	3rnq
d4gqph_	218	b.1.1.1	b.1.1	4gqp
d2h26a1	96	b.1.1.2	b.1.1	2h26
d1hyrc1	94	b.1.1.2	b.1.1	1hyr
d1k5na1	95	b.1.1.2	b.1.1	1k5n
d1hdma1	103	b.1.1.2	b.1.1	1hdm
d1uvqa1	99	b.1.1.2	b.1.1	1uvq
d1hdmb1	98	b.1.1.2	b.1.1	1hdm
d1uvqb1	89	b.1.1.2	b.1.1	1uvq
d3frua1	91	b.1.1.2	b.1.1	3fru
d2fbjh2	102	b.1.1.2	b.1.1	2fbj
d1ow0a1	101	b.1.1.2	b.1.1	1ow0
d1o0va1	103	b.1.1.2	b.1.1	1o0v
d1fp5a1	103	b.1.1.2	b.1.1	1fp5
d1fp5a2	105	b.1.1.2	b.1.1	1fp5
d1mjuh2	96	b.1.1.2	b.1.1	1mju
d1l6xa1	105	b.1.1.2	b.1.1	1l6x
d1l6xa2	102	b.1.1.2	b.1.1	1l6x
d1dn0b2	96	b.1.1.2	b.1.1	1dn0
d1mjul2	107	b.1.1.2	b.1.1	1mju
d1rzfl2	102	b.1.1.2	b.1.1	1rzf
d1u58a1	98	b.1.1.2	b.1.1	1u58
d1ogad2	84	b.1.1.2	b.1.1	1oga
d1ogae2	126	b.1.1.2	b.1.1	1oga
d1hxmb2	107	b.1.1.2	b.1.1	1hxm
d1hxma2	86	b.1.1.2	b.1.1	1hxm
d2bc4a2	104	b.1.1.2	b.1.1	2bc4
d2bc4b2	100	b.1.1.2	b.1.1	2bc4
d1ccza2	78	b.1.1.3	b.1.1	1ccz
d4h8wc2	79	b.1.1.3	b.1.1	4h8w
d2nxyb2	84	b.1.1.3	b.1.1	2nxy
d1cida2	72	b.1.1.3	b.1.1	1cid
d1dr9a2	95	b.1.1.3	b.1.1	1dr9
d2d9qb1	94	b.1.1.3	b.1.1	2d9q
d1iama1	103	b.1.1.3	b.1.1	1iam
d1zxqa1	106	b.1.1.3	b.1.1	1zxq
d1vcaa1	109	b.1.1.3	b.1.1	1vca
d1cs6a1	97	b.1.1.4	b.1.1	1cs6
d1cs6a2	105	b.1.1.4	b.1.1	1cs6
d1cs6a3	91	b.1.1.4	b.1.1	1cs6
d1cs6a4	89	b.1.1.4	b.1.1	1cs6
d1xaua_	104	b.1.1.4	b.1.1	1xau
d1l6za2	96	b.1.1.4	b.1.1	1l6z
